,name,brand,chipset,chipset_gen,ram,ram_max,vga,storage_type,storage,os,screen_size,screen_revolution,battery,webcam,weight,price,screen_pixels,screen_width,screen_height
186,Laptop HP Pavilion 15-eg3099TU (8C5M0PA) (i3 1315U/8GB RAM/256GB SSD/15.6 FHD/Win11/Bạc),HP,Intel,i3,8,16,intel,SSD,256,Windows 11,15.6,FHD,41.04,1,1.68 ,12599000,1920x1080,1920,1080
187,Laptop Lenovo Yoga Pro 7 14IRH8 (82Y70050VN) (i7 13700H/16GB RAM/512GB SSD/14.5 3K/RTX 4050 6GB/Win11/Xanh),Lenovo,Intel,i7,16,16,nvidia,SSD,512,Windows 11,15.6,FHD,73.0,1,1.49 ,34349000,0x4,0,4
188,Laptop Acer Aspire 3 A315-59-31BT (NX.K6TSV.00L) (i3 1215U/8GB RAM/256GB SSD/15.6 inch FHD/Win 11/Bạc),Acer,Intel,i3,8,32,intel,SSD,256,Windows 11,15.6,FHD,40.0,1,1.7,8899000,1920x1080,1920,1080
189,Laptop Lenovo Yoga 6 14IRH8 (83E00008VN) (i7 13700H/16GB RAM/512GB SSD/14 WUXGA OLED/Win11+Office H&S/Xám),Lenovo,Intel,i7,16,16,intel,SSD,512,Windows 11,14,WUXGA,65.0,1,1.35 ,22349000,1920x1200,1920,1200
190,Laptop Lenovo IdeaPad Slim 5 14ILR8 (82XD007QVN) (i7 13620H/16GB RAM/512GB SSD/14 WUXGA Oled/Win11/Xám),Lenovo,Intel,i7,16,16,intel,SSD,512,Windows 11,14,WUXGA,56.6,1,1.46 ,20349000,1920x1200,1920,1200
191,Laptop MSI Modern 14 (C13M-612VN) (i5 1335U /16GB RAM/512GB SSD/14 inch FHD/Win11/Hồng),MSI,Intel,i5,16,16,intel,SSD,512,Windows 11,14.0,FHD,41.0,1,1.4,15290000,1920x1080,1920,1080
192,Laptop Lenovo Thinkpad T16 Gen 2 (21HH003PVA) (i7 1355U/16GB RAM/512GB SSD/16 WUXGA/Dos/Đen),Lenovo,Intel,i7,16,32,intel,SSD,512,Windows 11,16,WUXGA,52.5,1,1.68 ,28349000,1920x1200,1920,1200
193,Laptop MSI Modern 14 (C13M-608VN) (i5 1335U /16GB RAM/512GB SSD/14 inch FHD/Win11/Đen),MSI,Intel,i5,16,16,intel,SSD,512,Windows 11,14.0,FHD,41.0,1,1.4,15290000,1920x1080,1920,1080
194,Laptop MSI Modern 14 (C13M-609VN) (i5 1335U /8GB RAM/512GB SSD/14 inch FHD/Win11/Bạc),MSI,Intel,i5,8,16,intel,SSD,512,Windows 11,14.0,FHD,41.0,1,1.4,14290000,1920x1080,1920,1080
195,Laptop Dell Inspiron 16 5630 (71020244) (i5 1335U 8GB RAM/512GB SSD/16.0 inch FHD/Win11/Office HS21/Bạc),Dell,Intel,i5,8,16,intel,SSD,512,Windows 11,16.0,FHD,54.0,1,1.9,21499000,1920x1200,1920,1200
196,Laptop MSI Modern 14 (C13M-610VN) (i5 1335U /8GB RAM/512GB SSD/14 inch FHD/Win11/Hồng) ,MSI,Intel,i5,8,16,intel,SSD,512,Windows 11,14.0,FHD,41.0,1,1.4,14290000,1920x1080,1920,1080
197,Laptop MSI Modern 15 (B12MO-487VN) (i7 1255U/16GB RAM/512GB SSD/15.6 inch FHD IPS/Win11/Đen) ,MSI,Intel,i7,16,16,intel,SSD,512,Windows 11,15.6,FHD,41.0,1,1.7,16340000,1920x1080,1920,1080
198,Laptop MSI Modern 15 (B13M-438VN) (i5 1335U /8GB RAM/512GB SSD/15.6 inch FHD/Win11/Đen) ,MSI,Intel,i5,8,16,intel,SSD,512,Windows 11,15.6,FHD,41.0,1,1.7,14290000,1920x1080,1920,1080
199,Laptop Lenovo Thinkpad E14 Gen 5 (21JK00FMVN) (i7 13700H/32GB RAM/1TB SSD/14 WUXGA/Win11/Đen),Lenovo,Intel,i7,16,48,intel,SSD,1024,Dos,14,WUXGA,39.3,1,1.43 ,27849000,1920x1200,1920,1200
200,Laptop Lenovo Thinkpad E14 Gen 5 (21JK00FSVA) (i7 13700H/16GB RAM/512GB SSD/14 WUXGA/Dos/Đen),Lenovo,Intel,i7,16,48,intel,SSD,512,Dos,14,WUXGA,39.3,1,1.43 ,23349000,1920x1200,1920,1200
201,Laptop Lenovo IdeaPad Slim 5 16IAH8 (83BG001XVN) (i5 12450H/16GB RAM/512GB SSD/16 FHD/Win11/Xám),Lenovo,Intel,i5,4,16,intel,SSD,512,Windows 11,16,WUXGA,56.6,1,1.89 ,16099000,1920x1200,1920,1200
202,Laptop Lenovo Thinkpad E14 Gen 5 (21JK006HVA) (i7 1355U/16GB RAM/512GB SSD/14.0 WUXGA/Dos/ Đen),Lenovo,Intel,i7,8,40,intel,SSD,512,Windows 11,14,WUXGA,47.0,1,1.43 ,23349000,1920x1200,1920,1200
203,Laptop HP Envy X360 13-bf0112TU (7C0N9PA) (i5 1230U/16GB RAM/512GB SSD/13.3 QHD Cảm ứng/Bút/Win11/Bạc),HP,Intel,i5,16,16,intel,SSD,512,Windows 11,15.6,FHD,66.0,0,1.34 ,24299000,1920x1080,1920,1080
204,Laptop Dell Workstation Mobile Precision 5680 vPro Enterprise (71023333) (i7-13800H/16GB RAM/512GB SSD/ RTX A1000 6GB/16 inch FHD+/Ubuntu/Xám ,Dell,Intel,i7,16,16,nvidia,SSD,512,Ubuntu,16,FHD,100.0,1,1.905 ,76949000,1920x1200,1920,1200
205,Laptop Dell Inspiron 3520 (D5N53) (i3 1115G4 8GB RAM/256GB SSD/15.6 inch FHD/Win11/Đen) (NK_Bảo hành tại HACOM),Dell,Intel,i3,8,16,intel,SSD,256,Windows 11,15.6,FHD,42.0,1,1.83,9399000,1920x1080,1920,1080
206,Laptop Dell Workstation Mobile Precision 3581 vPro Enterprise (71023331) (i7-13800H/16GB RAM/512GB SSD/RTX A500 4GB/15.6 inch FHD/Ubuntu/Xám) ,Dell,Intel,i7,16,16,nvidia,SSD,512,Ubuntu,15.6,FHD,64.0,1,1.795 ,43349000,1920x1080,1920,1080
207,Laptop MSI Modern 14 (C12MO-660VN) (i5 1235U /16GB RAM/512GB SSD/14.0 inch FHD IPS/Win11/Đen),MSI,Intel,i5,16,16,intel,SSD,512,Windows 11,14.0,FHD,41.0,1,1.4,14790000,1920x1080,1920,1080
208,Laptop Lenovo Yoga Book 9 13IMU9 (83FF001SVN) (Ultra7 155H/32GB RAM/1TB SSD/13.3 2.8K Cảm ứng/Win11/Office H&S/Xanh),Lenovo,Intel,i5,32,16,intel,SSD,1024,Windows 11,15.6,FHD,41.0,1,1.7,63949000,1920x1080,1920,1080
209,Laptop Dell Vostro 3520 (F0V0V) (i5-1235U/8GB RAM/512GB SSD/15.6 inch FHD 120Hz/Dos/Đen) (NK_Bảo hành tại HACOM),Dell,Intel,i5,8,16,intel,SSD,512,Ubuntu,15.6,FHD,41.0,1,1.83,12799000,1920x1080,1920,1080
210,Laptop Lenovo Thinkpad E16 Gen 1 (21JN006UVN) (i7 1360P/16GB RAM/512GB SSD/16 WUXGA/Win11/Đen),Lenovo,Intel,i7,16,40,intel,SSD,512,Windows 11,16,WUXGA,47.0,1,1.81 ,26349000,1920x1200,1920,1200
211,Laptop Acer Aspire 3 A315-56-38B1 (NX.HS5SV.00G) (i3 1005G1/4GB RAM/256GB SSD/15.6 inch FHD/Win 11/Đen),Acer ,Intel,i3,4,12,intel,SSD,256,Windows 11,15.6,FHD,36.7,1,1.7,8199000,1920x1080,1920,1080
212,Laptop Dell Inspiron 14 7430 2 in 1 (CN29D) (i7 1355U/16GB RAM/1TB SSD/14.0 inch FHD+/Cảm ứng/Win11/Bạc/Vỏ nhôm) (NK_Bảo hành tại HACOM),Dell,Intel,i7,16,16,intel,SSD,1024,Windows 11,14.0,FHD,54.0,1,1.58,21849000,1920x1200,1920,1200
213,Laptop Acer Aspire 3 A315-57G-32QP (NX.HZRSV.00A) (i3 1005G1/4GB RAM/256GB SSD/ MX330 2G/15.6 inch FHD/Win 11/Đen),Acer ,Intel,i3,4,20,nvidia,SSD,256,Windows 11,15.6,FHD,36.0,1,1.9,10199000,1920x1080,1920,1080
214,Laptop Dell Vostro 16 5630 (V5630-i5P085W11GRU) (i5 1340P 8GB RAM/512GB SSD/16.0 inch FHD+/Win11/Office HS21/Xám),Dell,Intel,i5,8,16,intel,SSD,512,Windows 11,16.0,FHD,54.0,1,1.9,21799000,1920x1200,1920,1200
215,Laptop Acer Aspire 5 A515-58P-34RJ (NX.KHJSV.003) (i3 1315U/8GB RAM/512GB SSD/15.6 inch FHD/Win 11/Xám),Acer,Intel,i3,8,8,intel,SSD,512,Windows 11,15.6,FHD,50.0,1,1.7,13099000,1920x1080,1920,1080
216,Laptop Acer TravelMate P4 TMP414-51-50HX (NX.VP2SV.00T) (i5 1135G7/8GB RAM/512GB SSD/14.0 inch FHD IPS/Win 11/Xanh/Nhôm),Acer ,Intel,i5,8,32,intel,SSD,512,Windows 11,15.6,FHD,56.0,1,1.4,22289000,1920x1080,1920,1080
217,Laptop Acer Aspire 5 A515-58P-774R (NX.KHJSV.005) (i7 1355U16GB RAM/512GB SSD/15.6 inch FHD IPS/Win11/Xám) (2023),Acer,Intel,i7,16,16,intel,SSD,512,Windows 11,15.6,FHD,50.0,1,1.7,20049000,1920x1080,1920,1080
218,Laptop Dell Vostro 3520 (5M2TT3) (i7 1255U 16GB RAM/512GB SSD/15.6 inch FHD/Win11/OfficeHS21/Xám),Dell,Intel,i7,16,32,intel,SSD,512,Windows 11,15.6,FHD,54.0,1,1.65,22049000,1920x1080,1920,1080
219,Laptop Acer TravelMate P4 TMP414-51-73F4 (NX.VP2SV.00W) (i7 1165G7/16GB RAM/1TB SSD/14.0 inch FHD IPS/Win 11/Xanh/Nhôm),Acer ,Intel,i7,16,32,intel,SSD,1024,Windows 11,15.6,FHD,56.0,1,1.4,29349000,1920x1080,1920,1080
220,Laptop Lenovo Thinkpad X1 Fold Gen 1 (i5 /8GB RAM/512GB SSD/13.3 WXGA/Win Pro/Đen/5G),Dell,Intel,i5,8,16,intel,SSD,512,Windows 10,15.6,FHD,41.0,1,0.999 ,60899000,2048x1536,2048,1536
221,Laptop Dell Workstation Mobile Precision 3480 vPro (71024682) (i7-1370P/32GB RAM/1TB SSD/RTX A500 4GB/14 inch FHD/ Win 11 Pro/Xám) ,Dell,Intel,i7,32,16,nvidia,SSD,1024,Windows 11,14,FHD,54.0,1,1.39 ,49349000,1920x1080,1920,1080
222,Laptop Dell Mobile Precision Workstation 7680 vPro (71024681) (i7-13850HX/32GB RAM/1TB SSD/RTX2000 Ada 8GB/16 inch FHD+/ Win 11 Pro/Xám) ,Dell,Intel,i7,32,16,nvidia,SSD,1024,Windows 11,16,FHD,83.0,1,2.60 ,79349000,1920x1200,1920,1200
223,Laptop Acer Aspire 3 A315-58-35AG (NX.ADDSV.00B) (i3 1115G4/4GB RAM/256GB SSD/ 15.6 inch FHD/ Win 11/Bạc),Acer ,Intel,i3,4,12,intel,SSD,256,Windows 11,15.6,FHD,36.7,1,1.7,8899000,1920x1080,1920,1080
224,Laptop Dell Mobile Precision Workstation 7680 vPro (71023334) (i7-13850HX /16GB RAM/512GB SSD/RTX2000 Ada 8GB/16 inch FHD+/Ubuntu/Xám) ,Dell,Intel,i7,16,16,nvidia,SSD,512,Ubuntu,16,FHD,83.0,1,2.60 ,73049000,1920x1200,1920,1200
225,"Laptop Dell Workstation Mobile Precision 5680 vPro Enterprise (71023332) (i7-13800H/16GB RAM/512GB SSD/RTX2000 ADA 8GB, 16 inch FHD+/Ubuntu/Xám) ",Dell,Intel,i7,16,16,nvidia,SSD,512,Ubuntu,16,FHD,100.0,1,1.905 ,83349000,1920x1200,1920,1200
226,Laptop Acer TravelMate P4 TMP414-51G-59R6 (NX.VP9SV.001) (i5 1135G7/16GB RAM/512GB SSD/MX350 2G/14.0 inch FHD IPS/Win 11/Xanh/Nhôm),Acer ,Intel,i5,16,32,nvidia,SSD,512,Windows 11,15.6,FHD,56.0,1,1.4,25789000,1920x1080,1920,1080
227,Laptop Acer Aspire 3 A315-58-54M5 (NX.ADDSV.00M) (i5 1135G7/8GB RAM/512GB SSD/15.6 inch FHD/ Win 11/Bạc),Acer,Intel,i5,8,12,intel,SSD,512,Windows 11,15.6,FHD,36.7,1,1.7,13299000,1920x1080,1920,1080
228,Laptop Acer Aspire 3 A315-59-321N (NX.K6TSV.009) (i3 1215U/8GB RAM/256GB SSD/15.6 inch FHD/Win 11/Bạc),Acer,Intel,i3,8,32,intel,SSD,256,Windows 11,15.6,FHD,40.0,1,1.7,9899000,1920x1080,1920,1080
229,Laptop Dell XPS 15 9530 (71015716) (i7 13700H/16GB RAM/512GB SSD/RTX4050 6G/15.6 inch 3.5K OLED Cảm ứng/Win 11/Office HS21/Bạc/Nhôm) ,Dell,Intel,i7,16,16,nvidia,SSD,512,Windows 11,15.6,FHD,86.0,1,1.96,68349000,3456x2160,3456,2160
230,Laptop Asus VivoBook A415EA-EB1750W (I3 1125G4/8GB RAM/256GB SSD/14 FHD/Win11/Bạc),Asus,Intel,i3,8,8,intel,SSD,256,Windows 11,14,FHD,42.0,1,1.35 ,12399000,1920x1080,1920,1080
231,Laptop Dell Inspiron 7306 (5934SLV) (i5 1135G7 8GBRAM/512GB SSD/13.3 inch FHD Touch/Win10/Bạc/Vỏ nhôm) (NK_Bảo hành tại HACOM),Dell,Intel,i5,8,16,intel,SSD,512,Windows 10,15.6,FHD,60.0,1,1.37,19299000,1920x1080,1920,1080
232,Laptop Vaio FE 14 (VWNC51427-RG) (i5-1235U/8GB RAM/512GB SSD/14.1 inch FHD IPS/Win11/Hồng) (NK_Bảo hành tại HACOM),VAIO,Intel,i5,8,16,intel,SSD,512,Windows 11,14.1,FHD,41.0,1,1.6,16299000,1920x1080,1920,1080
233,Microsoft Surface Go 3 (Intel i3 10100Y/8GB RAM/128GB SSD/10.5/Win/Bạc/LTE)(Bảo hành tại HACOM),Microsoft,Intel,i3,8,16,intel,SSD,128,Windows 11,10.5,FHD,41.0,0,0.56,21699000,1280x1920,1280,1920
234,Microsoft Surface Go 3 (Intel i3 10100Y/8GB RAM/128GB SSD/10.5/Win/Bạc)(Bảo hành tại HACOM),Microsoft,Intel,i3,8,16,intel,SSD,128,Windows 11,10.5,FHD,41.0,0,0.56,19199000,1280x1920,1280,1920
235,Laptop Lenovo IdeaPad 5 14ITL05 (82FE00BFVN) (Core i5 1135G7/8GB RAM/512GB SSD/14 FHD/Win10/Xám),Dell,Intel,i5,8,8,intel,SSD,512,Windows 10,14.0,FHD,44.5,1,1.391 ,17779000,1920x1080,1920,1080
236,Laptop Lenovo IdeaPad 3 14ITL6 (82H7003UVN) (Core i5 1135G7/8GB RAM/512GB SSD/14 FHD/Win10/Xám),Dell,Intel,i5,8,12,intel,SSD,512,Windows 11,14,FHD,38.0,1,1.41 ,18079000,1920x1080,1920,1080
237,Laptop Asus ExpertBook B5302CEA-KG0493W(i5 1135G7/8GB RAM/512GB SSD/13.3 Oled/Win11/Đen),Asus,Intel,i5,8,16,intel,SSD,512,Windows 11,13.3,FHD,66.0,1,1.20 ,21299000,1920x1080,1920,1080
238,Laptop HP ProBook 440 G6 8AZ16PA (i5 8265U/8GB RAM/256GB SSD/14 inch FHD/Dos),Dell,Intel,i5,8,32,intel,SSD,512,Windows 11,15.6,FHD,45.0,1,1.6,18379000,1920x1080,1920,1080
239,Laptop HP ProBook 430 G8 (2Z6E9PA) (i5 1135G7/4GB RAM/256GB SSD /13.3 FHD/FP/DOS/Bạc),Dell,Intel,i5,4,16,intel,SSD,256,Dos,13.3,FHD,45.0,1,1.255 ,18989000,1920x1080,1920,1080
240,Laptop HP ProBook 430 G8 (348D6PA) (i5 1135G7/8GB RAM/512GB SSD /13.3 FHD/FP/Dos/Bạc),Dell,Intel,i5,8,32,intel,SSD,512,Dos,13.3,FHD,45.0,1,1.255 ,20499000,1920x1080,1920,1080
241,Laptop HP ProBook 430 G8 (2Z6T0PA) (i5 1135G7/8GB RAM/256GB SSD /13.3 FHD/FP/Dos/Bạc),Dell,Intel,i5,8,32,intel,SSD,256,Windows 11,13.3,FHD,45.0,1,1.255 ,19699000,1920x1080,1920,1080
242,Laptop HP ProBook 450 G8 (2H0W1PA) (i5 1135G7/8GB RAM/256GB SSD /15.6 FHD/MX450 2GB/FP/Win/Bạc),Dell,Intel,i5,8,32,intel,SSD,256,Windows 10,15.6,FHD,45.0,1,1.683 ,22299000,1920x1080,1920,1080
243,Laptop Lenovo ThinkBook 15 G2 ITL (20VE006WVN) (i5 1135G7/8GB RAM/512GB SSD/15.6 FHD/DOS/Xám),Lenovo ,Intel,i5,8,40,intel,SSD,512,No OS,15.6,FHD,45.0,1,1.80 ,19999000,1920x1080,1920,1080
244,Laptop HP ProBook 430 G8 (2H0N7PA) (i5 1135G7/4GB RAM/512GB SSD /13.3 FHD/FP/Win/Bạc),Dell,Intel,i5,4,32,intel,SSD,512,Windows 10,13.3,FHD,45.0,1,1.264 ,20199000,1920x1080,1920,1080
245,Laptop HP ProBook 430 G8 (2H0N8PA) (i5 1135G7/8GB RAM/256GB SSD /13.3 FHD/FP/Win/Bạc),Dell,Intel,i5,8,32,intel,SSD,256,Windows 10,13.3,FHD,45.0,1,1.263 ,20499000,1920x1080,1920,1080
246,Laptop HP Pavilion x360 14-dw1019TU (2H3N7PA) (i7 1165G7/8GB RAM/512GB SSD/14 Touch FHD/Win10/Office/Bút/Vàng),Dell,Intel,i7,4,32,intel,SSD,512,Windows 10,14.0,FHD,43.3,1,1.65 ,23579000,1920x1080,1920,1080
247,Laptop HP ProBook 430 G8 (2H0N6PA) (i5 1135G7/4GB RAM/256GB SSD /13.3 FHD/FP/Win/Bạc),Dell,Intel,i5,4,32,intel,SSD,256,Windows 10,13.3,FHD,45.0,1,1.255 ,19289000,1920x1080,1920,1080
248,Laptop Lenovo Thinkpad T14 Gen 3 (21AJS1HQ00) (i7 1260P/16GB RAM/512GB SSD/14 FHD/Win11 Pro/Đen),Lenovo,Intel,i7,16,16,amd,SSD,512,Windows 11,14.0,FHD,41.0,1,1.5 ,38349000,1920x1080,1920,1080
249,Laptop HP ProBook 450 G6 8AZ17PA (i5 8265U/8GB RAM/256 GB SSD/15.6 inch FHD/Dos),Dell,Intel,i5,8,32,intel,SSD,512,Windows 11,15.6,FHD,45.0,1,1.85,18379000,1920x1080,1920,1080
250,Laptop Lenovo Thinkpad T14 Gen 3 (21AJS1HS00) (i7 1255U/16GB RAM/512GB SSD/14 FHD/Dos/Đen),Lenovo,Intel,i7,16,16,amd,SSD,512,Dos,14.0,FHD,41.0,1,1.5 ,36349000,1920x1080,1920,1080
251,Laptop Lenovo IdeaPad 3 14ITL6 (82H700DNVN) (Core i3 1115G4/8GB RAM/512GB SSD/14 FHD/Win10/Xám),Dell,Intel,i3,8,12,intel,SSD,512,Windows 11,14,FHD,38.0,1,1.41 ,14949000,1920x1080,1920,1080
252,Laptop Lenovo Yoga Slim 7 Pro 14IHU5 O (82NH008TVN) (i7 11370H /16GB RAM/1TB SSD/14 2.8K/MX450 2GB/Win11/Xám),Lenovo,Intel,i7,16,16,nvidia,SSD,1024,Windows 11,14,FHD,61.0,1,1.38 ,30349000,2880x1800,2880,1800
253,Laptop Lenovo IdeaPad 5 14ILT05 (82FE000GVN) (Core i5 1135G7/8GB RAM/512GB SSD/14 FHD/Win10/Xám),Dell,Intel,i5,8,8,intel,SSD,512,Windows 10,14,FHD,44.5,1,1.38 ,17169000,1920x1080,1920,1080
254,Laptop Dell Vostro 3400 (i5 1135G7 8GB RAM/512GB SSD/14.0 inch FHD/Ubuntu/Đen) (NK_Bảo hành tại HACOM),Dell,Intel,i5,8,16,intel,HDD,512,Windows 11,14.0,FHD,42.0,1,1.64,13299000,1920x1080,1920,1080
255,Laptop Dell Inspiron 5620 (N6I7009W1) (i7 1255U 16GB RAM/512GB SSD/16.0 inch FHD+/Win11/Office HS21/Bạc),Dell,Intel,i7,16,32,intel,SSD,512,Windows 11,16.0,FHD,54.0,1,1.87,24049000,1920x1200,1920,1200
256,Laptop Dell Inspiron 3511 (JNM5H) (i5 1135G7 8GB RAM/256GB SSD/15.6 inch FHD/Win11/Đen) (NK_Bảo hành tại HACOM),Dell,Intel,i5,8,32,intel,SSD,256,Windows 11,15.6,FHD,41.0,1,1.73,13399000,1920x1080,1920,1080
257,Laptop Dell Vostro 3400 (i3 1115G4 8GB RAM/256GB SSD/14.0 inch FHD/Ubuntu/Đen) (NK_Bảo hành tại HACOM),Dell,Intel,i3,8,16,intel,HDD,256,Windows 11,14.0,FHD,42.0,1,1.64,9199000,1920x1080,1920,1080
258,Laptop Dell Latitude 3420 (42LT342003) (i7 1165G7 8GB RAM/256GB SSD/14.0 inch FHD/Fedora/Đen) ,Dell,Intel,i7,8,32,intel,SSD,256,Fedora,15.6,FHD,41.0,1,1.52,22849000,1920x1080,1920,1080
259,Laptop Dell Latitude 3420 (L3420I5SSDF/DFB) (i5 1135G7 8GB/256GB SSD/14.0FHD/Fedora/Đen),Dell,Intel,i5,8,32,intel,SSD,256,Fedora,15.6,FHD,41.0,1,1.52,16199000,1920x1080,1920,1080
260,Laptop Dell Inspiron 5620 (P1WKN) (i5 1235U 8GB RAM/256GB SSD/16.0 inch FHD+/Win11/Office HS21/Bạc),Dell,Intel,i5,8,32,intel,SSD,256,Windows 11,16.0,FHD,54.0,1,1.87,18099000,1920x1200,1920,1200
261,Laptop Dell Latitude 3520 (70280536) (i3 1115G4 8GB RAM/256GB SSD/15.6 inch HD/Win11/Đen) (2021),Dell,Intel,i5,8,32,intel,SSD,256,Windows 11,15.6,FHD,41.0,1,1.79,12099000,1920x1080,1920,1080
262,Laptop Dell Laptop Dell Latitude 7320 (9PPWV) (i5 1145G7 16GB/256GB SSD/13.3FHD/Win10 Pro/Đen) (NK_Bảo hành tại HACOM),Dell,Intel,i5,16,16,intel,SSD,256,Windows 10,13.3,FHD,41.0,1,1.15,18299000,1920x1080,1920,1080
263,Laptop Dell Vostro 3420 (V4I7310W1) (i7 1255U 8GB RAM/512GB SSD/MX550 2G/14.0FHD/Win11/OfficeHS21/Xám),Dell,Intel,i7,8,16,nvidia,SSD,512,Windows 11,14.0,FHD,41.0,1,1.48,22349000,1920x1080,1920,1080
264,Laptop Dell XPS 9710 (XPS7I7001W1) (I7 11800H/16GB/1TB SSD/RTX3050 4G/17.0UHD+Touch/Win11/OfficeHS/Bạc),Dell,Intel,i7,16,64,intel,SSD,1024,Windows 11,15.6,FHD,97.0,1,2.42,57349000,1920x1080,1920,1080
265,Laptop Dell Vostro 3520 (5M2TT1) (i3 1215U 8GB RAM/512GB SSD/15.6 inch FHD/Win11/OfficeHS21/Xám),Dell,Intel,i3,8,32,intel,SSD,512,Windows 11,15.6,FHD,41.0,1,1.65,14699000,1920x1080,1920,1080
266,Laptop Dell Inspiron 7506 2 in 1 (i7506-5903SLV) (i5 1135G7/8GB RAM/256GB SSD/15.6inch FHD/Cảm ứng/Win11/Bạc) (NK_Bảo hành tại HACOM),Dell,Intel,i5,8,16,intel,SSD,256,Windows 11,15.6,FHD,53.0,1,1.9,18299000,1920x1080,1920,1080
267,Laptop LG Gram 14ZD90Q-G.AX31A5 (i3-1220P/8GB RAM/256GB SSD/14.0 inch WUXGA/Dos/Trắng) (2022),LG,Intel,i3,8,16,intel,SSD,256,Dos,14.0,WUXGA,72.0,1,1.7,22699000,1920x1200,1920,1200
268,Laptop Dell Vostro 3520 (Intel Core i5-1235U/8GB RAM/512GB SSD/MX550 2GB/15.6 inch FHD 120Hz\/Bàn phím UK/Dos/Đen) (NK_Bảo hành tại HACOM),Dell,Intel,i5,8,16,nvidia,SSD,512,Windows 11,15.6,FHD,41.0,1,1.66,15299000,1920x1080,1920,1080
269,Laptop Dell Vostro 3520 (Intel Core i5-1235U/8GB RAM/512GB SSD/15.6 inch FHD 120Hz/Dos/Xám) (NK_Bảo hành tại HACOM),Dell,Intel,i5,8,16,intel,SSD,512,Windows 11,15.6,FHD,41.0,1,1.66,14299000,1920x1080,1920,1080
270,Laptop Vaio FE 15 (VWNC51527-BK) (i5-1235U/8GB RAM/512GB SSD/15.6 inch FHD IPS/Win11/Đen) (NK_Bảo hành tại HACOM),VAIO,Intel,i5,8,16,intel,SSD,512,Windows 11,15.6,FHD,41.0,1,1.8,18299000,1920x1080,1920,1080
271,Laptop Dell Inspiron 14 5420 (70295791) (i7 1255U/16GB RAM/1TB SSD/MX570 2G/14.0 inch FHD+/ Win11/Office HS21/Bạc) ,Dell,Intel,i7,16,16,nvidia,SSD,1024,Windows 11,14.0,FHD,54.0,1,1.54,28349000,1920x1200,1920,1200
272, Laptop Dell Inspiron 3511 (5101BLK) (i5 1135G7 8GBRAM/256GB SSD/15.6 inch FHD Cảm ứng/Win11/Đen) (NK_Bảo hành tại HACOM),Dell,Intel,i5,8,16,intel,SSD,256,Windows 11,15.6,FHD,41.0,1,1.73,13799000,1920x1080,1920,1080
273,Laptop Dell Inspiron 3520 (i5 1135G7 16GB RAM/512GB SSD/15.6 inch FHD 120Hz/Ubuntu/Đen) (NK_Bảo hành tại HACOM),Dell,Intel,i5,16,16,intel,SSD,512,Ubuntu,15.6,FHD,41.0,1,1.83,14599000,1920x1080,1920,1080
274,Laptop Dell Inspiron 14 7430 2 in 1 (I7430-5800SLV)(i5 1335U 8GB RAM/512GB SSD/14 inch FHD+/Cảm ứng/Win11/Bạc/Vỏ nhôm) (NK_Bảo hành tại HACOM),Dell,Intel,i5,8,16,intel,SSD,512,Windows 11,14,FHD,54.0,1,1.58,18299000,1920x1200,1920,1200
275,Laptop Dell Inspiron 3520 (i5 1135G7 8GB RAM/512GB SSD/15.6FHD 120Hz/Ubuntu/Bạc) (NK_Bảo hành tại HACOM),Dell,Intel,i5,8,16,intel,SSD,512,Windows 11,15.6,FHD,41.0,1,1.83,13699000,1920x1080,1920,1080
276,Laptop Dell Inspiron 3511 (PDP3H) (Intel Core i5 1135G7/8GB RAM/256GB SSD/15.6inch FHD/Win 11/ Bạc) (NK_Bảo hành tại HACOM),Dell,Intel,i5,8,16,intel,SSD,256,Windows 11,15.6,FHD,41.0,1,1.73,13799000,1920x1080,1920,1080
277,Laptop Dell Vostro 3510 (i5 1135G7 16GB RAM/512GB SSD/15.6 inch FHD/Ubuntu/Đen) (NK_Bảo hành tại HACOM),Dell,Intel,i5,16,16,intel,SSD,512,Ubuntu,15.6,FHD,41.0,1,1.69,14599000,1920x1080,1920,1080
278,Laptop Lenovo Thinkpad E14 (21E4S2GP00 ) (i5 1235U/16GB RAM/512GB SSD/14.0 FHD/Dos/ Đen),Lenovo,Intel,i5,16,40,intel,SSD,512,Dos,14,FHD,45.0,1,1.64 ,20299000,1920x1080,1920,1080
279,LAPTOP DELL LATITUDE 5520 (I5 1145G7 8GB RAM/256GB SSD/15.6 INCH FHD/UBUNTU/XÁM/VỎ NHÔM),Dell,Intel,i5,8,32,intel,SSD,256,Ubuntu,15.6,FHD,63.0,1,1.59,16299000,1920x1080,1920,1080
280,Laptop Dell Latitude 3420 (L3420I5SSDF512) (i5 1135G7 8GB RAM/512GB SSD/14.0 inch FHD/Fedora/Đen) ,Dell,Intel,i5,8,32,intel,SSD,512,Fedora,15.6,FHD,41.0,1,1.52,16799000,1920x1080,1920,1080
281,Laptop Vaio FE 14 (VWNC51427-SL) (i5-1235U/8GB RAM/512GB SSD/14.1 inch FHD IPS/Win11/Bạc) (NK_Bảo hành tại HACOM),VAIO,Intel,i5,8,16,intel,SSD,512,Windows 11,14.1,FHD,41.0,1,1.6,15999000,1920x1080,1920,1080
